"year","AR"
7872,0.396593673965937
7873,0.0728155339805825
7874,0.0190930787589499
7875,0.0260663507109005
7876,0.0306603773584906
7877,0.0210280373831776
7878,0.0162412993039443
7879,0.0551724137931034
7880,0.0181818181818182
7881,0.0202247191011236
7882,0.0921348314606742
7883,0.0376940133037694
7884,0.0175438596491228
7885,0.0151515151515152
7886,0.0301724137931034
7887,0.0214592274678112
7888,0.0276595744680851
7889,0.0274261603375527
7890,0.0250521920668058
7891,0.0536082474226804
7892,0.0431211498973306
7893,0.0365111561866126
7894,0.0259481037924152
7895,0.0179282868525896
7896,0.0595238095238095
7897,0.0315581854043393
7898,0.0234833659491194
7899,0.0621359223300971
7900,0.0230326295585413
7901,0.017175572519084
7902,0.0302457466918715
7903,0.0503731343283582
7904,0.0404411764705882
7905,0.0182815356489945
7906,0.0434782608695652
7907,0.039568345323741
7908,0.0571428571428571
7909,0.0337477797513321
7910,0.0336879432624113
7911,0.0158730158730159
7912,0.0404217926186292
7913,0.00699300699300699
7914,0.0260869565217391
7915,0.0587219343696028
7916,0.0446735395189003
7917,0.0324232081911263
7918,0.0254668930390492
7919,0.0202360876897133
7920,0.0470588235294118
7921,0.0216666666666667
7922,0.0314569536423841
7923,0.0261011419249592
7924,0.0276422764227642
7925,0.0112540192926045
7926,0.0479233226837061
7927,0.017515923566879
7928,0.0317460317460317
7929,0.047244094488189
7930,0.0420560747663551
7931,0.0262345679012346
7932,0.0138248847926267
7933,0.0275229357798165
7934,0.0317220543806647
7935,0.0269461077844311
7936,0.0892857142857143
7937,0.022189349112426
7938,0.028023598820059
7939,0.0366568914956012
7940,0.0452554744525547
7941,0.0377358490566038
7942,0.0187861271676301
7943,0.0286944045911047
7944,0.0386266094420601
7945,0.0427960057061341
7946,0.0839260312944523
7947,0.0592383638928068
7948,0.0674157303370786
7949,0.0723226703755216
7950,0.0455172413793103
7951,0.0206043956043956
7952,0.0380952380952381
7953,0.035230352303523
7954,0.058029689608637
7955,0.0296096904441454
7956,0.036144578313253
7957,0.0546666666666667
7958,0.0371845949535193
7959,0.0423280423280423
7960,0.0171052631578947
7961,0.0131406044678055
7962,0.0469973890339426
7963,0.0143042912873862
7964,0.0246113989637306
7965,0.0193548387096774
7966,0.0693196405648267
7967,0.032994923857868
7968,0.0253164556962025
7969,0.0326633165829146
7970,0.0111801242236025
7971,0.0198265179677819
7972,0.0284301606922126
7973,0.038130381303813
7974,0.0367647058823529
7975,0.0804878048780488
7976,0.0592503022974607
7977,0.0216606498194946
7978,0.0443645083932854
7979,0.0214541120381406
7980,0.0391923990498812
7981,0.0272189349112426
7982,0.044811320754717
7983,0.0352112676056338
7984,0.0186697782963827
7985,0.0312138728323699
7986,0.0392609699769053
7987,0.0459242250287026
7988,0.0971428571428571
7989,0.025028441410694
7990,0.0283446712018141
7991,0.0180790960451977
7992,0.109357384441939
7993,0.0168350168350168
7994,0.0556173526140156
7995,0.0122086570477248
7996,0.0297356828193833
7997,0.025164113785558
7998,0.0393013100436681
7999,0.0534351145038168
8000,0.0454545454545455
8001,0.0248112189859763
8002,0.0269396551724138
8003,0.037593984962406
8004,0.0353319057815846
8005,0.0202774813233725
8006,0.0287234042553191
8007,0.0285714285714286
8008,0.0158227848101266
8009,0.0398740818467996
8010,0.0344108446298227
8011,0.0458333333333333
8012,0.0332294911734164
8013,0.0723888314374354
8014,0.0297741273100616
8015,0.0572597137014315
8016,0.0275229357798165
8017,0.0325534079348932
8018,0.0666666666666667
8019,0.0241691842900302
8020,0.019
8021,0.064
8022,0.032
8023,0.036
8024,0.068
8025,0.032
8026,0.031
8027,0.046
8028,0.022
8029,0.031
8030,0.05
8031,0.058
8032,0.018
8033,0.021
8034,0.059
8035,0.034
8036,0.042
8037,0.05
8038,0.029
8039,0.025
8040,0.023
8041,0.02
8042,0.012
8043,0.094
8044,0.061
8045,0.021
8046,0.023
8047,0.022
8048,0.031
8049,0.187
8050,0.051
8051,0.034
8052,0.033
8053,0.042
8054,0.045
8055,0.041
8056,0.02
8057,0.059
8058,0.053
8059,0.02
8060,0.025
