samp_no,boost_long,boost_short,boost_delay,antigenic_seniority,wane_long,wane_short,wane_maternal,cr_long,cr_short,min_measurement,max_measurement,obs_sd,fp_rate,infection_model_prior_shape1,infection_model_prior_shape2,antibody_dependent_boosting,posterior_prob,likelihood,prior_prob
76,1.12722119522793,1.92872893344043,0,0,0.025,0.0640150985715773,0,0.158079643193764,0.0687705965745925,1,8,1.82946222765095,0,1,10,0,-8718.37034235388,-8367.57598369707,-350.794358656813
81,1.12722119522793,1.92872893344043,0,0,0.025,0.0640150985715773,0,0.120576997026805,0.0687705965745925,1,8,1.82946222765095,0,1,10,0,-8632.57803530028,-8284.81057033287,-347.767464967406
86,1.12722119522793,1.92872893344043,0,0,0.025,0.0640150985715773,0,0.120576997026805,0.0687705965745925,1,8,1.82946222765095,0,1,10,0,-8614.20475704981,-8267.8033837362,-346.401373313604
91,1.12722119522793,1.92872893344043,0,0,0.025,0.0640150985715773,0,0.120576997026805,0.0687705965745925,1,8,1.82946222765095,0,1,10,0,-8522.52494091385,-8179.71135093749,-342.813589976361
96,1.09794317343556,1.92872893344043,0,0,0.025,0.0640150985715773,0,0.120576997026805,0.0687705965745925,1,8,1.82946222765095,0,1,10,0,-8512.27759027569,-8172.61664220848,-339.660948067216
101,1.09794317343556,1.92872893344043,0,0,0.025,0.0640150985715773,0,0.120576997026805,0.0687705965745925,1,8,1.82946222765095,0,1,10,0,-8494.00027683357,-8160.81639524246,-333.183881591108
106,1.09794317343556,1.88766484191508,0,0,0.025,0.0640150985715773,0,0.120576997026805,0.0687705965745925,1,8,1.82946222765095,0,1,10,0,-8474.44824975669,-8140.60161161873,-333.846638137963
111,1.29991047121151,1.88766484191508,0,0,0.025,0.0640150985715773,0,0.120576997026805,0.0687705965745925,1,8,1.82946222765095,0,1,10,0,-8464.99132677324,-8132.68513367623,-332.306193097016
116,1.29991047121151,1.88766484191508,0,0,0.025,0.0640150985715773,0,0.120576997026805,0.0687705965745925,1,8,1.82946222765095,0,1,10,0,-8459.9333341931,-8127.76215582701,-332.171178366097
121,1.29926047079409,1.69719817671395,0,0,0.025,0.0640150985715773,0,0.120576997026805,0.0687705965745925,1,8,1.82946222765095,0,1,10,0,-8401.81964756938,-8066.52248259354,-335.297164975841
126,1.29926047079409,1.69719817671395,0,0,0.025,0.0640150985715773,0,0.120576997026805,0.0687705965745925,1,8,1.82946222765095,0,1,10,0,-8382.6500516686,-8046.84206106899,-335.807990599607
131,1.29926047079409,1.69719817671395,0,0,0.025,0.0550682320385688,0,0.120576997026805,0.0687705965745925,1,8,1.82946222765095,0,1,10,0,-8363.47679353063,-8032.75557709376,-330.721216436872
136,1.29926047079409,1.69719817671395,0,0,0.025,0.0550682320385688,0,0.120576997026805,0.0687705965745925,1,8,1.82946222765095,0,1,10,0,-8346.04180129285,-8014.863387038,-331.178414254855
141,1.29926047079409,1.69719817671395,0,0,0.025,0.0550682320385688,0,0.120576997026805,0.0687705965745925,1,8,1.82946222765095,0,1,10,0,-8334.45361955971,-8002.20777594362,-332.245843616087
146,1.29926047079409,1.69719817671395,0,0,0.025,0.0550682320385688,0,0.120576997026805,0.0795464844339688,1,8,1.62222277930061,0,1,10,0,-8163.25973377485,-7827.10809770309,-336.151636071764
151,1.29926047079409,1.82669263210894,0,0,0.025,0.0550682320385688,0,0.120576997026805,0.0795464844339688,1,8,1.62222277930061,0,1,10,0,-8155.91035036969,-7825.03909396379,-330.871256405903
156,1.29926047079409,1.82669263210894,0,0,0.025,0.0550682320385688,0,0.120576997026805,0.0795464844339688,1,8,1.62222277930061,0,1,10,0,-8153.10801761858,-7814.82064047651,-338.287377142064
161,1.29926047079409,1.82669263210894,0,0,0.025,0.0550682320385688,0,0.120576997026805,0.0795464844339688,1,8,1.62222277930061,0,1,10,0,-8102.30299858225,-7759.16563209235,-343.137366489906
166,1.31165919863272,1.82669263210894,0,0,0.025,0.0550682320385688,0,0.120576997026805,0.0795464844339688,1,8,1.62222277930061,0,1,10,0,-8100.76165324416,-7758.50656249789,-342.255090746268
171,1.31165919863272,1.82669263210894,0,0,0.025,0.0550682320385688,0,0.120576997026805,0.0795464844339688,1,8,1.62222277930061,0,1,10,0,-8098.1459388852,-7756.64834781142,-341.497591073778
176,1.31165919863272,1.82669263210894,0,0,0.025,0.0550682320385688,0,0.120576997026805,0.0795464844339688,1,8,1.62222277930061,0,1,10,0,-8099.31082018662,-7758.21869422095,-341.09212596567
181,1.31165919863272,1.82669263210894,0,0,0.025,0.0550682320385688,0,0.120576997026805,0.0795464844339688,1,8,1.62222277930061,0,1,10,0,-8024.82663236769,-7686.66782674318,-338.158805624506
186,1.31165919863272,1.73719409018205,0,0,0.025,0.0550682320385688,0,0.120576997026805,0.0795464844339688,1,8,1.62222277930061,0,1,10,0,-8016.14922981326,-7675.3878397277,-340.761390085559
191,1.31165919863272,1.73719409018205,0,0,0.025,0.0550682320385688,0,0.120576997026805,0.0795464844339688,1,8,1.62222277930061,0,1,10,0,-8001.39749735344,-7658.24599413553,-343.151503217916
196,1.31165919863272,1.73719409018205,0,0,0.025,0.0550682320385688,0,0.120576997026805,0.0795464844339688,1,8,1.62222277930061,0,1,10,0,-7990.13164344229,-7643.60615246134,-346.52549098095
201,1.31165919863272,1.73719409018205,0,0,0.025,0.0550682320385688,0,0.120576997026805,0.0795464844339688,1,8,1.62222277930061,0,1,10,0,-7990.13164344229,-7643.60615246134,-346.52549098095
206,1.31165919863272,1.73719409018205,0,0,0.025,0.0550682320385688,0,0.120576997026805,0.0795464844339688,1,8,1.62222277930061,0,1,10,0,-8000.53757224789,-7649.04753354232,-351.490038705575
211,1.31165919863272,1.53292233479392,0,0,0.025,0.0550682320385688,0,0.120576997026805,0.0795464844339688,1,8,1.61495350299178,0,1,10,0,-7994.65708545287,-7638.29893235134,-356.358153101532
216,1.31165919863272,1.53292233479392,0,0,0.025,0.0550682320385688,0,0.120576997026805,0.0795464844339688,1,8,1.61495350299178,0,1,10,0,-7995.17074126757,-7638.56534706315,-356.605394204425
221,1.31165919863272,1.53292233479392,0,0,0.025,0.0550682320385688,0,0.120576997026805,0.0795464844339688,1,8,1.61495350299178,0,1,10,0,-7996.12700858744,-7636.4591847701,-359.667823817339
226,1.31165919863272,1.53292233479392,0,0,0.025,0.0550682320385688,0,0.116555096987509,0.0795464844339688,1,8,1.61495350299178,0,1,10,0,-8000.93861380425,-7633.71318828593,-367.225425518318
231,1.31165919863272,1.53292233479392,0,0,0.025,0.0550682320385688,0,0.116555096987509,0.0795464844339688,1,8,1.61495350299178,0,1,10,0,-7984.72439448534,-7618.29528037562,-366.429114109726
236,1.31165919863272,1.53292233479392,0,0,0.025,0.0550682320385688,0,0.116555096987509,0.0795464844339688,1,8,1.61495350299178,0,1,10,0,-7974.48264021541,-7611.1365922229,-363.346047992515
241,1.31165919863272,1.53292233479392,0,0,0.025,0.0550682320385688,0,0.116555096987509,0.0795464844339688,1,8,1.61495350299178,0,1,10,0,-7967.76039974837,-7605.7058590904,-362.054540657974
246,1.31165919863272,1.53292233479392,0,0,0.025,0.0550682320385688,0,0.116555096987509,0.0795464844339688,1,8,1.61495350299178,0,1,10,0,-7969.39207126751,-7605.41460997871,-363.977461288804
251,1.31165919863272,1.53292233479392,0,0,0.025,0.0550682320385688,0,0.116555096987509,0.0795464844339688,1,8,1.61495350299178,0,1,10,0,-7972.86852434895,-7604.81014701566,-368.058377333284
256,1.31165919863272,1.53292233479392,0,0,0.025,0.0550682320385688,0,0.116555096987509,0.0795464844339688,1,8,1.61495350299178,0,1,10,0,-7965.25671102272,-7602.41418935149,-362.842521671231
261,1.31165919863272,1.53292233479392,0,0,0.025,0.0550682320385688,0,0.116555096987509,0.0795464844339688,1,8,1.61495350299178,0,1,10,0,-7965.25671102272,-7602.41418935149,-362.842521671231
266,1.31165919863272,1.53292233479392,0,0,0.025,0.0550682320385688,0,0.116555096987509,0.0795464844339688,1,8,1.61495350299178,0,1,10,0,-7958.70868623492,-7594.55128547703,-364.157400757886
271,1.31165919863272,1.53292233479392,0,0,0.025,0.0550682320385688,0,0.116555096987509,0.0795464844339688,1,8,1.3383625255384,0,1,10,0,-7731.48347124332,-7369.7967202746,-361.686750968723
276,1.31165919863272,1.53292233479392,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0795464844339688,1,8,1.3383625255384,0,1,10,0,-7729.03471823291,-7367.34796726419,-361.686750968723
281,1.31165919863272,1.53292233479392,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0795464844339688,1,8,1.3383625255384,0,1,10,0,-7729.96761271955,-7362.58963790707,-367.377974812486
286,1.31165919863272,1.54529986964128,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0795464844339688,1,8,1.3383625255384,0,1,10,0,-7729.57443584108,-7363.69129144102,-365.883144400058
291,1.31165919863272,1.54529986964128,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0954736906030513,1,8,1.3383625255384,0,1,10,0,-7723.50476437608,-7357.32378553211,-366.180978843974
296,1.31165919863272,1.54529986964128,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0954736906030513,1,8,1.3383625255384,0,1,10,0,-7715.71212680287,-7346.11484328194,-369.597283520932
301,1.31165919863272,1.54529986964128,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0954736906030513,1,8,1.31571460519187,0,1,10,0,-7698.66726993653,-7328.84114484317,-369.826125093361
306,1.31165919863272,1.54529986964128,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.31571460519187,0,1,10,0,-7684.38461447444,-7313.50639710805,-370.878217366394
311,1.31165919863272,1.54529986964128,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.31571460519187,0,1,10,0,-7681.35783367118,-7308.33422575016,-373.023607921029
316,1.31165919863272,1.54529986964128,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.31571460519187,0,1,10,0,-7676.75764067583,-7312.95133068492,-363.80630999091
321,1.31165919863272,1.54529986964128,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.31571460519187,0,1,10,0,-7676.75764067583,-7312.95133068492,-363.80630999091
326,1.31165919863272,1.54529986964128,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.31571460519187,0,1,10,0,-7675.61360502363,-7308.31908627407,-367.294518749561
331,1.31165919863272,1.54529986964128,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.31571460519187,0,1,10,0,-7673.98347889158,-7305.53277800153,-368.450700890051
336,1.31165919863272,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.31571460519187,0,1,10,0,-7672.96208238161,-7304.38022032996,-368.581862051654
341,1.31165919863272,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.31571460519187,0,1,10,0,-7680.63577120076,-7306.43260289627,-374.203168304486
346,1.31165919863272,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.31571460519187,0,1,10,0,-7675.48718559725,-7304.36602282374,-371.121162773507
351,1.31165919863272,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.31571460519187,0,1,10,0,-7677.08053783105,-7304.7807200612,-372.299817769849
356,1.30970739974155,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.31571460519187,0,1,10,0,-7677.91939087445,-7305.37806922587,-372.54132164858
361,1.30970739974155,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.31571460519187,0,1,10,0,-7678.07663104309,-7304.21005092398,-373.866580119113
366,1.30970739974155,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.31571460519187,0,1,10,0,-7675.58089526711,-7297.88860446325,-377.692290803854
371,1.30970739974155,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.31571460519187,0,1,10,0,-7673.52916945799,-7300.13784636928,-373.391323088708
376,1.30970739974155,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.31571460519187,0,1,10,0,-7666.08308050387,-7291.94678516674,-374.136295337133
381,1.30970739974155,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.31571460519187,0,1,10,0,-7658.08054562514,-7282.61899181747,-375.461553807666
386,1.30970739974155,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.31571460519187,0,1,10,0,-7650.46996200944,-7277.57477985301,-372.895182156426
391,1.30970739974155,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.10405298034731,0,1,10,0,-7617.63367834786,-7240.06255693456,-377.571121413302
396,1.30970739974155,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.10405298034731,0,1,10,0,-7620.69056068209,-7237.21135633062,-383.479204351471
401,1.30970739974155,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.10405298034731,0,1,10,0,-7625.16363755682,-7237.80323029726,-387.360407259559
406,1.30970739974155,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.10405298034731,0,1,10,0,-7625.16171655236,-7237.19739324597,-387.964323306391
411,1.30970739974155,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.10405298034731,0,1,10,0,-7616.55916063562,-7230.15206041662,-386.407100219008
416,1.30970739974155,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.10405298034731,0,1,10,0,-7606.4845496063,-7214.85014713762,-391.634402468688
421,1.30970739974155,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.10405298034731,0,1,10,0,-7590.12729544479,-7193.67848886399,-396.448806580799
426,1.30970739974155,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7568.84726664156,-7171.34429953466,-397.502967106896
431,1.30970739974155,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7568.95225508311,-7169.1084816704,-399.84377341271
436,1.30970739974155,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.10853758986942,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7559.62348271152,-7165.24248122032,-394.381001491197
441,1.30970739974155,1.53842927934446,0,0,0.025,0.0550682320385688,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7559.84520699789,-7165.46420550669,-394.381001491197
446,1.30970739974155,1.49862775674895,0,0,0.025,0.0552305156802636,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7548.67541380622,-7159.65868764936,-389.016726156857
451,1.30970739974155,1.49862775674895,0,0,0.025,0.0552305156802636,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7548.06521544848,-7159.13439263526,-388.930822813222
456,1.30970739974155,1.45816644888805,0,0,0.025,0.0552305156802636,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7543.11533631069,-7155.66179837725,-387.453537933442
461,1.30970739974155,1.45816644888805,0,0,0.025,0.0552305156802636,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7544.2051298397,-7154.72938958324,-389.475740256466
466,1.30970739974155,1.39716314259217,0,0,0.025,0.0552305156802636,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7545.36347851793,-7155.63827740183,-389.725201116097
471,1.30970739974155,1.39716314259217,0,0,0.025,0.0552305156802636,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7545.96785623995,-7154.04543054652,-391.922425693434
476,1.30970739974155,1.39716314259217,0,0,0.025,0.0552305156802636,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7545.83389130569,-7155.5131814786,-390.320709827093
481,1.30970739974155,1.40690363837312,0,0,0.025,0.0552305156802636,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7545.30569466699,-7154.64663466845,-390.659059998539
486,1.30970739974155,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7544.07017633729,-7153.41111633875,-390.659059998539
491,1.30970739974155,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7543.03251559478,-7153.9374311346,-389.095084460182
496,1.30970739974155,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7542.07386281146,-7155.15353007276,-386.920332738697
501,1.30970739974155,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7540.33355451028,-7152.23654110955,-388.097013400735
506,1.30970739974155,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7539.381673735,-7151.92405582224,-387.457617912759
511,1.30970739974155,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7541.54366554996,-7153.85574546501,-387.687920084952
516,1.32384420003733,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7542.78066504695,-7155.092744962,-387.687920084952
521,1.32384420003733,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7537.8162049566,-7146.80131141089,-391.01489354571
526,1.32384420003733,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7534.86284816826,-7146.48409830395,-388.378749864313
531,1.32384420003733,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7540.97257049202,-7150.99685238078,-389.975718111241
536,1.32384420003733,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7535.90307264725,-7146.34424266378,-389.558829983467
541,1.32384420003733,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7525.7841386484,-7136.15364568177,-389.630492966628
546,1.32384420003733,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7523.06503729974,-7134.50718113538,-388.557856164363
551,1.32384420003733,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7517.76969535468,-7129.17065252065,-388.599042834023
556,1.32384420003733,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7520.21024963411,-7128.16652430648,-392.043725327624
561,1.32384420003733,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7519.26464699079,-7125.42916219394,-393.835484796852
566,1.32384420003733,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7517.51271335031,-7126.64764301903,-390.865070331283
571,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7512.17423716089,-7125.47705230981,-386.697184851076
576,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7512.17423716089,-7125.47705230981,-386.697184851076
581,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7499.06256588888,-7108.6909744219,-390.371591466985
586,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7500.20328178183,-7111.29802738364,-388.905254398191
591,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7498.86366604886,-7108.49207458187,-390.371591466985
596,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7501.82191073896,-7109.5824275384,-392.239483200556
601,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7498.93123556188,-7112.95465667479,-385.976578887098
606,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7498.87330565051,-7111.43038969462,-387.442915955891
611,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7498.56642204855,-7109.78850502593,-388.777917022623
616,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7503.77597621418,-7111.01244782947,-392.763528384709
621,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7502.35504961728,-7112.27015939452,-390.084890222758
626,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7500.43499527614,-7109.40372323477,-391.031272041369
631,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7495.64146634269,-7108.07161054297,-387.569855799713
636,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.11592703932264,0,1,10,0,-7495.96972025732,-7107.51256126261,-388.457158994714
641,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.12223588801573,0,1,10,0,-7483.0029204211,-7095.04420956784,-387.958710853256
646,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.12223588801573,0,1,10,0,-7489.30343891524,-7098.97582032606,-390.327618589181
651,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.12223588801573,0,1,10,0,-7489.30343891524,-7098.97582032606,-390.327618589181
656,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.12223588801573,0,1,10,0,-7491.59635645427,-7101.2834285805,-390.312927873771
661,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.12223588801573,0,1,10,0,-7482.81852150849,-7090.96011146278,-391.858410045715
666,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.12223588801573,0,1,10,0,-7482.81852150849,-7090.96011146278,-391.858410045715
671,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.12223588801573,0,1,10,0,-7490.11118991001,-7097.41898382334,-392.692206086668
676,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.0998184831492241,0.0928165596713882,1,8,1.12223588801573,0,1,10,0,-7486.24285018996,-7096.83584257109,-389.407007618869
681,1.2893070687018,1.40690363837312,0,0,0.025,0.052811009712678,0,0.101706819924297,0.0928165596713882,1,8,1.12223588801573,0,1,10,0,-7489.81781678651,-7098.91915429087,-390.898662495647
