samp_no,boost_long,boost_short,boost_delay,antigenic_seniority,wane_long,wane_short,wane_maternal,cr_long,cr_short,min_measurement,max_measurement,obs_sd,fp_rate,infection_model_prior_shape1,infection_model_prior_shape2,antibody_dependent_boosting,posterior_prob,likelihood,prior_prob
461,1.64153782228005,0.894631374227657,0,0,0.025,0.0795269553227366,0,0.0912201663651026,0.126832992129788,1,8,1.07476240595583,0,1,10,0,-7447.28687088329,-7055.57306327501,-391.713807608277
466,1.64153782228005,0.894631374227657,0,0,0.025,0.0795269553227366,0,0.0912201663651026,0.126832992129788,1,8,1.07476240595583,0,1,10,0,-7443.98752853383,-7053.69128069782,-390.296247836013
471,1.62888637148039,0.894631374227657,0,0,0.025,0.0795269553227366,0,0.0912201663651026,0.126832992129788,1,8,1.07476240595583,0,1,10,0,-7443.96273307166,-7053.66648523565,-390.296247836013
476,1.62888637148039,0.894631374227657,0,0,0.025,0.0772875747168008,0,0.0912201663651026,0.126832992129788,1,8,1.07476240595583,0,1,10,0,-7445.03230602799,-7052.92713091913,-392.105175108863
481,1.62888637148039,0.894631374227657,0,0,0.025,0.0772875747168008,0,0.0912201663651026,0.126832992129788,1,8,1.07476240595583,0,1,10,0,-7445.13907499143,-7053.86057845575,-391.278496535679
486,1.62888637148039,0.894631374227657,0,0,0.025,0.0772875747168008,0,0.0912201663651026,0.126832992129788,1,8,1.07476240595583,0,1,10,0,-7448.55848025986,-7055.53701441912,-393.021465840737
491,1.62888637148039,0.894631374227657,0,0,0.025,0.0772875747168008,0,0.0912201663651026,0.126832992129788,1,8,1.07476240595583,0,1,10,0,-7448.55848025986,-7055.53701441912,-393.021465840737
496,1.62888637148039,0.894631374227657,0,0,0.025,0.0772875747168008,0,0.0912201663651026,0.126832992129788,1,8,1.09187186768031,0,1,10,0,-7450.1045299137,-7055.57201800687,-394.53251190683
501,1.62888637148039,0.894631374227657,0,0,0.025,0.0772875747168008,0,0.0912201663651026,0.126832992129788,1,8,1.09187186768031,0,1,10,0,-7451.6819632045,-7055.53289591747,-396.149067287033
506,1.62888637148039,0.894631374227657,0,0,0.025,0.0772875747168008,0,0.0912201663651026,0.121698651552042,1,8,1.09187186768031,0,1,10,0,-7456.59747319625,-7056.94793794654,-399.649535249715
