"x_coord","y_coord","inf_years"
-1.37063623485528,-3.15296677387911,7872
-1.37063623485528,-3.15296677387911,7873
-1.37063623485528,-3.15296677387911,7874
-1.37063623485528,-3.15296677387911,7875
-1.37063623485528,-3.15296677387911,7876
-1.37063623485528,-3.15296677387911,7877
-1.37063623485528,-3.15296677387911,7878
-1.37063623485528,-3.15296677387911,7879
-1.37063623485528,-3.15296677387911,7880
-1.37063623485528,-3.15296677387911,7881
-1.37063623485528,-3.15296677387911,7882
-1.37063623485528,-3.15296677387911,7883
-1.37063623485528,-3.15296677387911,7884
-1.37063623485528,-3.15296677387911,7885
-1.37063623485528,-3.15296677387911,7886
-1.37063623485528,-3.15296677387911,7887
2.8285807206048,-0.552094895628294,7888
2.8285807206048,-0.552094895628294,7889
2.8285807206048,-0.552094895628294,7890
2.8285807206048,-0.552094895628294,7891
2.8285807206048,-0.552094895628294,7892
2.8285807206048,-0.552094895628294,7893
2.8285807206048,-0.552094895628294,7894
2.8285807206048,-0.552094895628294,7895
4.92818919833462,0.614797538965653,7896
4.92818919833462,0.614797538965653,7897
4.92818919833462,0.614797538965653,7898
4.92818919833462,0.614797538965653,7899
4.92818919833462,0.614797538965653,7900
4.92818919833462,0.614797538965653,7901
4.92818919833462,0.614797538965653,7902
4.92818919833462,0.614797538965653,7903
4.92818919833462,0.614797538965653,7904
4.92818919833462,0.614797538965653,7905
4.92818919833462,0.614797538965653,7906
4.92818919833462,0.614797538965653,7907
8.0776019149298,-0.683421020867785,7908
8.0776019149298,-0.683421020867785,7909
8.0776019149298,-0.683421020867785,7910
8.0776019149298,-0.683421020867785,7911
9.12740615379471,-1.27355436797918,7912
9.12740615379471,-1.27355436797918,7913
9.12740615379471,-1.27355436797918,7914
9.12740615379471,-1.27355436797918,7915
9.12740615379471,-1.27355436797918,7916
9.12740615379471,-1.27355436797918,7917
9.12740615379471,-1.27355436797918,7918
9.12740615379471,-1.27355436797918,7919
9.12740615379471,-1.27355436797918,7920
9.12740615379471,-1.27355436797918,7921
9.12740615379471,-1.27355436797918,7922
9.12740615379471,-1.27355436797918,7923
9.12740615379471,-1.27355436797918,7924
9.12740615379471,-1.27355436797918,7925
9.12740615379471,-1.27355436797918,7926
9.12740615379471,-1.27355436797918,7927
9.12740615379471,-1.27355436797918,7928
9.12740615379471,-1.27355436797918,7929
9.12740615379471,-1.27355436797918,7930
9.12740615379471,-1.27355436797918,7931
9.12740615379471,-1.27355436797918,7932
9.12740615379471,-1.27355436797918,7933
9.12740615379471,-1.27355436797918,7934
9.12740615379471,-1.27355436797918,7935
15.4262315869851,0.258228680732789,7936
15.4262315869851,0.258228680732789,7937
15.4262315869851,0.258228680732789,7938
15.4262315869851,0.258228680732789,7939
15.4262315869851,0.258228680732789,7940
15.4262315869851,0.258228680732789,7941
15.4262315869851,0.258228680732789,7942
15.4262315869851,0.258228680732789,7943
15.4262315869851,0.258228680732789,7944
15.4262315869851,0.258228680732789,7945
15.4262315869851,0.258228680732789,7946
15.4262315869851,0.258228680732789,7947
18.5756443035802,-0.46007714875022,7948
18.5756443035802,-0.46007714875022,7949
18.5756443035802,-0.46007714875022,7950
18.5756443035802,-0.46007714875022,7951
18.5756443035802,-0.46007714875022,7952
18.5756443035802,-0.46007714875022,7953
18.5756443035802,-0.46007714875022,7954
18.5756443035802,-0.46007714875022,7955
18.5756443035802,-0.46007714875022,7956
18.5756443035802,-0.46007714875022,7957
18.5756443035802,-0.46007714875022,7958
