"x_coord","y_coord","inf_years"
-0.303600823045144,0.232261524877266,3936
0.156957304526941,0.834398893470877,3937
0.617515432098799,1.43653626206419,3938
1.07807355967088,2.0386736306578,3939
1.53863168724297,2.64081099925142,3940
1.99918981481483,3.24232437132958,3941
2.45974794238691,3.82179156134968,3942
2.920306069959,4.33382937469367,3943
3.38086419753085,4.76227561407079,3944
3.84142232510294,5.12348228253295,3945
4.30198045267502,5.43536307240989,3946
4.76253858024711,5.7158316760316,3947
5.22309670781897,5.98280178572794,3948
5.68365483539105,6.25418709382915,3949
6.14421296296314,6.54790129266508,3950
6.604771090535,6.88185807456553,3951
7.06532921810708,7.27397113186082,3952
7.52588734567917,7.74215415688077,3953
7.98644547325125,8.2920546444888,3954
8.44700360082311,8.86263847367094,3955
8.90756172839519,9.39238074669811,3956
9.36811985596728,9.82414427068531,3957
9.82867798353914,10.1024958815491,3958
10.2892361111112,10.2118423469113,3959
10.7497942386833,10.1767933128667,3960
11.2103523662552,10.0237350455374,3961
11.6709104938273,9.77905381104497,3962
12.1314686213993,9.46913587551139,3963
12.5920267489714,9.12036750505848,3964
13.0525848765433,8.75913496580828,3965
13.5131430041154,8.41182452388226,3966
13.9737011316874,8.10482244540245,3967
14.4342592592593,7.86451499649079,3968
14.8948173868314,7.71728844326891,3969
15.3553755144035,7.68385641918193,3970
15.8159336419753,7.73896579503626,3971
16.2764917695474,7.83506551825214,3972
16.7370498971195,7.92445745611222,3973
17.1976080246916,7.95944347589919,3974
17.6581661522634,7.89232544489577,3975
18.1187242798355,7.67540523038461,3976
18.5792824074076,7.26116315932319,3977
19.0398405349795,6.65770432431134,3978
19.5003986625516,6.00738297909969,3979
19.9609567901236,5.47240184859195,3980
20.4215149176955,5.20933584651816,3981
20.8820730452676,5.232976549006,3982
21.3426311728397,5.42685994584967,3983
21.8031893004118,5.74722779506384,3984
22.2637474279836,6.17273241985415,3985
22.7243055555557,6.68202732227688,3986
23.1848636831278,7.25376600438767,3987
23.6454218106996,7.86660196824207,3988
24.1059799382717,8.49918871589653,3989
24.5665380658438,9.1301797494066,3990
25.0270961934157,9.73822857082784,3991
25.4876543209878,10.3019886822167,3992
25.9482124485598,10.8001135856287,3993
26.4087705761319,11.2112567831197,3994
26.8693287037038,11.5140717767455,3995
27.3298868312759,11.6872120685621,3996
27.790444958848,11.7093311606253,3997
28.2510030864198,11.5590825549909,3998
28.7115612139919,11.2151197537148,3999
29.172119341564,10.6561563769151,4000
29.6326774691358,9.88488939621494,4001
30.0932355967079,8.96451984284099,4002
30.55379372428,7.96784230073277,4003
31.0143518518521,6.9796160667274,4004
31.474909979424,6.10311626184174,4005
31.935468106996,5.43475491562168,4006
32.3960262345681,4.99182378817389,4007
32.85658436214,4.74839605251586,4008
33.3171424897121,4.67810665900843,4009
33.7777006172842,4.75459055801284,4010
34.238258744856,4.95148269989007,4011
34.6988168724281,5.24241803500137,4012
35.1593750000002,5.60116187781158,4013
35.6199331275723,6.00863049921223,4014
36.0804912551441,6.45645469373002,4015
36.5410493827162,6.93714506680919,4016
37.0016075102883,7.44321222389335,4017
37.4621656378602,7.96716677042604,4018
37.9227237654322,8.50151931185158,4019
38.3832818930043,9.03906603911208,4020
38.8438400205762,9.57668586436761,4021
39.3043981481483,10.1143056896234,4022
39.7649562757204,10.6519255148792,4023
40.2255144032924,11.189545340135,4024
40.6860725308643,11.7271651653905,4025
41.1466306584364,12.2647849906463,4026
41.6071887860085,12.8024048159021,4027
42.0677469135803,13.3400246411577,4028
42.5283050411524,13.8776444664135,4029
42.9888631687245,14.4152642916693,4030
