"x_coord","y_coord","inf_years"
-0.303600823045144,0.232261524877266,7872
-0.303600823045144,0.232261524877266,7873
-0.303600823045144,0.232261524877266,7874
-0.303600823045144,0.232261524877266,7875
-0.303600823045144,0.232261524877266,7876
-0.303600823045144,0.232261524877266,7877
-0.303600823045144,0.232261524877266,7878
-0.303600823045144,0.232261524877266,7879
-0.303600823045144,0.232261524877266,7880
-0.303600823045144,0.232261524877266,7881
-0.303600823045144,0.232261524877266,7882
-0.303600823045144,0.232261524877266,7883
-0.303600823045144,0.232261524877266,7884
-0.303600823045144,0.232261524877266,7885
-0.303600823045144,0.232261524877266,7886
-0.303600823045144,0.232261524877266,7887
3.38086419753085,4.76227561407079,7888
3.38086419753085,4.76227561407079,7889
3.38086419753085,4.76227561407079,7890
3.38086419753085,4.76227561407079,7891
3.38086419753085,4.76227561407079,7892
3.38086419753085,4.76227561407079,7893
3.38086419753085,4.76227561407079,7894
3.38086419753085,4.76227561407079,7895
5.22309670781897,5.98280178572794,7896
5.22309670781897,5.98280178572794,7897
5.22309670781897,5.98280178572794,7898
5.22309670781897,5.98280178572794,7899
5.22309670781897,5.98280178572794,7900
5.22309670781897,5.98280178572794,7901
5.22309670781897,5.98280178572794,7902
5.22309670781897,5.98280178572794,7903
5.22309670781897,5.98280178572794,7904
5.22309670781897,5.98280178572794,7905
5.22309670781897,5.98280178572794,7906
5.22309670781897,5.98280178572794,7907
7.98644547325125,8.2920546444888,7908
7.98644547325125,8.2920546444888,7909
7.98644547325125,8.2920546444888,7910
7.98644547325125,8.2920546444888,7911
8.90756172839519,9.39238074669811,7912
8.90756172839519,9.39238074669811,7913
8.90756172839519,9.39238074669811,7914
8.90756172839519,9.39238074669811,7915
8.90756172839519,9.39238074669811,7916
8.90756172839519,9.39238074669811,7917
8.90756172839519,9.39238074669811,7918
8.90756172839519,9.39238074669811,7919
8.90756172839519,9.39238074669811,7920
8.90756172839519,9.39238074669811,7921
8.90756172839519,9.39238074669811,7922
8.90756172839519,9.39238074669811,7923
8.90756172839519,9.39238074669811,7924
8.90756172839519,9.39238074669811,7925
8.90756172839519,9.39238074669811,7926
8.90756172839519,9.39238074669811,7927
8.90756172839519,9.39238074669811,7928
8.90756172839519,9.39238074669811,7929
8.90756172839519,9.39238074669811,7930
8.90756172839519,9.39238074669811,7931
8.90756172839519,9.39238074669811,7932
8.90756172839519,9.39238074669811,7933
8.90756172839519,9.39238074669811,7934
8.90756172839519,9.39238074669811,7935
14.4342592592593,7.86451499649079,7936
14.4342592592593,7.86451499649079,7937
14.4342592592593,7.86451499649079,7938
14.4342592592593,7.86451499649079,7939
14.4342592592593,7.86451499649079,7940
14.4342592592593,7.86451499649079,7941
14.4342592592593,7.86451499649079,7942
14.4342592592593,7.86451499649079,7943
14.4342592592593,7.86451499649079,7944
14.4342592592593,7.86451499649079,7945
14.4342592592593,7.86451499649079,7946
14.4342592592593,7.86451499649079,7947
17.1976080246916,7.95944347589919,7948
17.1976080246916,7.95944347589919,7949
17.1976080246916,7.95944347589919,7950
17.1976080246916,7.95944347589919,7951
17.1976080246916,7.95944347589919,7952
17.1976080246916,7.95944347589919,7953
17.1976080246916,7.95944347589919,7954
17.1976080246916,7.95944347589919,7955
17.1976080246916,7.95944347589919,7956
17.1976080246916,7.95944347589919,7957
17.1976080246916,7.95944347589919,7958
17.1976080246916,7.95944347589919,7959
19.9609567901236,5.47240184859195,7960
