samp_no,boost_long,boost_short,boost_delay,antigenic_seniority,wane_long,wane_short,wane_maternal,cr_long,cr_short,min_measurement,max_measurement,obs_sd,fp_rate,infection_model_prior_shape1,infection_model_prior_shape2,antibody_dependent_boosting,exponential_waning,posterior_prob,likelihood,prior_prob
351,1.68227971250056,1.28326719773923,0,0,0.025,0.0792042731899976,0,0.0994811846856229,0.0605103735290835,1,8,1.17399142652057,0,1,10,0,0,-10239.6335160818,-9438.12222265567,-801.511293426121
361,1.68227971250056,1.28326719773923,0,0,0.025,0.0792042731899976,0,0.0994811846856229,0.0605103735290835,1,8,1.17399142652057,0,1,10,0,0,-10243.1525413891,-9439.91110693412,-803.241434455001
371,1.68230597356326,1.27414469635629,0,0,0.025,0.0792042731899976,0,0.0994811846856229,0.0605103735290835,1,8,1.17399142652057,0,1,10,0,0,-10224.6228171999,-9428.31910151595,-796.303715683953
381,1.68230597356326,1.27414469635629,0,0,0.025,0.0792042731899976,0,0.0994811846856229,0.0605103735290835,1,8,1.17399142652057,0,1,10,0,0,-10221.2035781686,-9419.58811475107,-801.615463417503
391,1.68230597356326,1.27414469635629,0,0,0.025,0.082921036967909,0,0.0994811846856229,0.0605103735290835,1,8,1.17399142652057,0,1,10,0,0,-10230.9704761707,-9420.88640182268,-810.08407434799
401,1.68230597356326,1.27414469635629,0,0,0.025,0.0809236807776908,0,0.0994811846856229,0.0605103735290835,1,8,1.17399142652057,0,1,10,0,0,-10237.1779941177,-9419.20961315842,-817.968380959282
411,1.68230597356326,1.27414469635629,0,0,0.025,0.0809236807776908,0,0.0994811846856229,0.0605103735290835,1,8,1.17399142652057,0,1,10,0,0,-10236.1115122911,-9412.86264129738,-823.248870993756
421,1.6934718202432,1.27414469635629,0,0,0.025,0.0809236807776908,0,0.0994811846856229,0.0605103735290835,1,8,1.17399142652057,0,1,10,0,0,-10219.4076714389,-9400.81108037183,-818.596591067065
431,1.6934718202432,1.27414469635629,0,0,0.025,0.0809236807776908,0,0.0994811846856229,0.0605103735290835,1,8,1.17399142652057,0,1,10,0,0,-10211.0345502828,-9393.56230747947,-817.472242803372
441,1.6934718202432,1.27414469635629,0,0,0.025,0.0809236807776908,0,0.10071273542667,0.0605103735290835,1,8,1.17399142652057,0,1,10,0,0,-10198.6140150907,-9387.11584259651,-811.498172494163
451,1.6934718202432,1.27414469635629,0,0,0.025,0.0809236807776908,0,0.10071273542667,0.0605103735290835,1,8,1.17399142652057,0,1,10,0,0,-10200.1429018748,-9381.79063234039,-818.352269534387
461,1.6934718202432,1.27414469635629,0,0,0.025,0.0809236807776908,0,0.10071273542667,0.0605103735290835,1,8,1.17399142652057,0,1,10,0,0,-10207.7774977526,-9382.76590518635,-825.01159256625
471,1.6934718202432,1.27414469635629,0,0,0.025,0.0809236807776908,0,0.10071273542667,0.0605103735290835,1,8,1.17399142652057,0,1,10,0,0,-10210.8847238457,-9380.57468568257,-830.310038163123
481,1.6934718202432,1.27414469635629,0,0,0.025,0.0809236807776908,0,0.10071273542667,0.0605103735290835,1,8,1.17399142652057,0,1,10,0,0,-10184.6387649821,-9361.76725230971,-822.871512672351
491,1.6934718202432,1.27414469635629,0,0,0.025,0.0809236807776908,0,0.10071273542667,0.0605103735290835,1,8,1.17399142652057,0,1,10,0,0,-10178.138286501,-9354.86459273779,-823.273693763253
501,1.6934718202432,1.27414469635629,0,0,0.025,0.0809236807776908,0,0.10071273542667,0.0605103735290835,1,8,1.17399142652057,0,1,10,0,0,-10171.8555729126,-9351.31144204357,-820.54413086907
511,1.6934718202432,1.27414469635629,0,0,0.025,0.0809236807776908,0,0.10071273542667,0.0605103735290835,1,8,1.17399142652057,0,1,10,0,0,-10167.6498943737,-9342.14001896784,-825.509875405889
521,1.6934718202432,1.27414469635629,0,0,0.025,0.0809236807776908,0,0.10071273542667,0.0605103735290835,1,8,1.17399142652057,0,1,10,0,0,-10167.613837924,-9340.18949998107,-827.424337942966
531,1.6934718202432,1.13066266499875,0,0,0.025,0.0809236807776908,0,0.10071273542667,0.0605103735290835,1,8,1.17399142652057,0,1,10,0,0,-10170.4860958376,-9337.75383271117,-832.73226312647
541,1.78714920769609,1.13066266499875,0,0,0.025,0.0809236807776908,0,0.10071273542667,0.0698338708876272,1,8,1.17399142652057,0,1,10,0,0,-10158.5484273349,-9326.51380918141,-832.034618153482
551,1.78714920769609,1.13066266499875,0,0,0.025,0.0809236807776908,0,0.10071273542667,0.069828897298875,1,8,1.17399142652057,0,1,10,0,0,-10165.1733796929,-9324.3985469231,-840.774832769836
561,1.78714920769609,1.13066266499875,0,0,0.025,0.0809236807776908,0,0.10071273542667,0.069828897298875,1,8,1.17399142652057,0,1,10,0,0,-10161.0977876015,-9319.63018961535,-841.467597986114
571,1.78714920769609,1.13066266499875,0,0,0.025,0.0809236807776908,0,0.10071273542667,0.0776965762607027,1,8,1.17399142652057,0,1,10,0,0,-10140.9266257553,-9304.15117617654,-836.775449578776
581,1.78714920769609,1.13066266499875,0,0,0.025,0.0809236807776908,0,0.10071273542667,0.0776965762607027,1,8,1.17399142652057,0,1,10,0,0,-10154.6860216109,-9297.97386051759,-856.71216109335
591,1.78714920769609,1.13066266499875,0,0,0.025,0.0809236807776908,0,0.10071273542667,0.0776965762607027,1,8,1.17399142652057,0,1,10,0,0,-10125.42746739,-9272.50134736348,-852.926120026481
601,1.78714920769609,1.13098296696424,0,0,0.025,0.0809236807776908,0,0.10071273542667,0.0841744700442743,1,8,1.17399142652057,0,1,10,0,0,-10134.7194902156,-9276.49084998895,-858.22864022663
611,1.78714920769609,1.13098296696424,0,0,0.025,0.0809236807776908,0,0.10071273542667,0.0841744700442743,1,8,1.17399142652057,0,1,10,0,0,-10120.536890268,-9265.28275264753,-855.254137620427
621,1.78714920769609,1.03695691467427,0,0,0.025,0.0809236807776908,0,0.0961580924458996,0.0841744700442743,1,8,1.17399142652057,0,1,10,0,0,-10110.2431606923,-9255.07713079929,-855.16602989302
631,1.7779525138005,0.988999695589752,0,0,0.025,0.0809236807776908,0,0.0961580924458996,0.0841744700442743,1,8,1.17399142652057,0,1,10,0,0,-10093.781724977,-9239.15494415613,-854.626780820872
641,1.7779525138005,0.988999695589752,0,0,0.025,0.0809236807776908,0,0.0961580924458996,0.0836168062133472,1,8,1.17399142652057,0,1,10,0,0,-10102.004639672,-9240.40350033615,-861.601139335826
651,1.7779525138005,0.988999695589752,0,0,0.025,0.0809236807776908,0,0.0961580924458996,0.0836168062133472,1,8,1.17399142652057,0,1,10,0,0,-10090.4369920396,-9233.91776422286,-856.519227816776
661,1.7779525138005,0.988999695589752,0,0,0.025,0.0809236807776908,0,0.0961580924458996,0.0862982135359265,1,8,1.17399142652057,0,1,10,0,0,-10097.7990698793,-9240.52557544401,-857.273494435279
671,1.7779525138005,0.988999695589752,0,0,0.025,0.0809236807776908,0,0.0961580924458996,0.0862982135359265,1,8,1.17399142652057,0,1,10,0,0,-10089.4569057435,-9224.36509947875,-865.091806264707
681,1.7779525138005,0.988999695589752,0,0,0.025,0.0809236807776908,0,0.0961580924458996,0.0862982135359265,1,8,1.17399142652057,0,1,10,0,0,-10083.6319531088,-9222.87378934409,-860.75816376472
691,1.80614329261654,0.864650748494863,0,0,0.025,0.0809236807776908,0,0.0961580924458996,0.099676198424457,1,8,1.14762990786858,0,1,10,0,0,-10061.5626367882,-9197.22272146304,-864.33991532511
701,1.80614329261654,0.864650748494863,0,0,0.025,0.0809236807776908,0,0.0961580924458996,0.099676198424457,1,8,1.14762990786858,0,1,10,0,0,-10066.6336358307,-9197.25568302188,-869.377952808774
711,1.80614329261654,0.864650748494863,0,0,0.025,0.0781896374056686,0,0.0961580924458996,0.099676198424457,1,8,1.14762990786858,0,1,10,0,0,-10064.4098381611,-9195.85656361376,-868.553274547295
721,1.80614329261654,0.864650748494863,0,0,0.025,0.077790057882744,0,0.0961580924458996,0.099676198424457,1,8,1.14762990786858,0,1,10,0,0,-10048.0003652388,-9183.76616764332,-864.234197595516
731,1.80614329261654,0.864650748494863,0,0,0.025,0.077790057882744,0,0.0961580924458996,0.099676198424457,1,8,1.14762990786858,0,1,10,0,0,-10018.6577955409,-9164.83624099953,-853.821554541341
741,1.80614329261654,0.864650748494863,0,0,0.025,0.0762981781619651,0,0.0961580924458996,0.099676198424457,1,8,1.13788770166706,0,1,10,0,0,-10015.5703527856,-9153.60468157658,-861.965671209005
751,1.80614329261654,0.864650748494863,0,0,0.025,0.0762981781619651,0,0.0961580924458996,0.099676198424457,1,8,1.13788770166706,0,1,10,0,0,-10019.5330995434,-9154.46420019274,-865.068899350683
761,1.80614329261654,0.864650748494863,0,0,0.025,0.0762981781619651,0,0.0961580924458996,0.114342728507074,1,8,1.13788770166706,0,1,10,0,0,-10005.3190952501,-9135.52291887767,-869.796176372406
771,1.80614329261654,0.864650748494863,0,0,0.025,0.0762981781619651,0,0.0961580924458996,0.114342728507074,1,8,1.13788770166706,0,1,10,0,0,-10010.5129341967,-9132.40455790272,-878.108376293929
781,1.80614329261654,0.864650748494863,0,0,0.025,0.0762981781619651,0,0.0961580924458996,0.123128376389086,1,8,1.13788770166706,0,1,10,0,0,-9988.94665240135,-9103.2109479552,-885.73570444615
791,1.80614329261654,0.864650748494863,0,0,0.025,0.0762981781619651,0,0.0961580924458996,0.123282754033062,1,8,1.13788770166706,0,1,10,0,0,-9986.69260827151,-9100.07017925176,-886.622429019753
801,1.80614329261654,0.867427528608807,0,0,0.025,0.0762981781619651,0,0.0961580924458996,0.14198650282882,1,8,1.13788770166706,0,1,10,0,0,-9985.88951463763,-9093.25067911041,-892.638835527221
811,1.80614329261654,0.867427528608807,0,0,0.025,0.0762981781619651,0,0.0961580924458996,0.14198650282882,1,8,1.13788770166706,0,1,10,0,0,-9989.34677411695,-9092.06928791997,-897.277486196977
821,1.80614329261654,0.867427528608807,0,0,0.025,0.0762981781619651,0,0.0961580924458996,0.14198650282882,1,8,1.13788770166706,0,1,10,0,0,-9992.66578728063,-9090.26012938475,-902.405657895881
831,1.80614329261654,0.867427528608807,0,0,0.025,0.0739162836583768,0,0.0961580924458996,0.161279204007256,1,8,1.13788770166706,0,1,10,0,0,-10001.2692190925,-9097.11497064558,-904.154248446899
841,1.80614329261654,0.884891183547994,0,0,0.025,0.0739162836583768,0,0.0961580924458996,0.147160124825152,1,8,1.13788770166706,0,1,10,0,0,-9980.52651599992,-9077.32138055824,-903.20513544168
851,1.80614329261654,0.884891183547994,0,0,0.025,0.0739162836583768,0,0.0961580924458996,0.147160124825152,1,8,1.13788770166706,0,1,10,0,0,-9973.62782576576,-9071.0828797448,-902.544946020963
861,1.80614329261654,0.884891183547994,0,0,0.025,0.0739162836583768,0,0.0961580924458996,0.147160124825152,1,8,1.13788770166706,0,1,10,0,0,-9978.87436821218,-9071.91277863795,-906.961589574226
871,1.80614329261654,0.819153982443742,0,0,0.025,0.0739162836583768,0,0.0961580924458996,0.147160124825152,1,8,1.13788770166706,0,1,10,0,0,-9959.9797242029,-9062.98041770663,-896.999306496271
881,1.80614329261654,0.819153982443742,0,0,0.025,0.0739162836583768,0,0.0961580924458996,0.14030898452603,1,8,1.13788770166706,0,1,10,0,0,-9959.51932192383,-9066.50044640482,-893.01887551901
891,1.80614329261654,0.819153982443742,0,0,0.025,0.0739162836583768,0,0.0961580924458996,0.14030898452603,1,8,1.13788770166706,0,1,10,0,0,-9959.23505269106,-9066.94508600047,-892.289966690593
901,1.80614329261654,0.819153982443742,0,0,0.025,0.0739162836583768,0,0.0961580924458996,0.14030898452603,1,8,1.13788770166706,0,1,10,0,0,-9961.86470944667,-9071.00437271657,-890.860336730105
911,1.80614329261654,0.819153982443742,0,0,0.025,0.0739162836583768,0,0.0961580924458996,0.14030898452603,1,8,1.13788770166706,0,1,10,0,0,-9953.87842706272,-9061.11082191238,-892.767605150338
921,1.80614329261654,0.819153982443742,0,0,0.025,0.0739162836583768,0,0.0961580924458996,0.159496649672581,1,8,1.13788770166706,0,1,10,0,0,-9952.61755783192,-9051.89546400057,-900.722093831348
931,1.80614329261654,0.819153982443742,0,0,0.025,0.0739162836583768,0,0.0961580924458996,0.159496649672581,1,8,1.13788770166706,0,1,10,0,0,-9945.65672118916,-9046.5209990084,-899.135722180759
941,1.80614329261654,0.819153982443742,0,0,0.025,0.0739162836583768,0,0.0961580924458996,0.159496649672581,1,8,1.13788770166706,0,1,10,0,0,-9943.98446265488,-9047.44571838678,-896.538744268102
951,1.80614329261654,0.862008602427736,0,0,0.025,0.0739162836583768,0,0.0961580924458996,0.160033502657192,1,8,1.01674230768867,0,1,10,0,0,-9938.21387990057,-9037.07422084518,-901.139659055383
961,1.80614329261654,0.862008602427736,0,0,0.025,0.0739162836583768,0,0.0961580924458996,0.16527813611735,1,8,1.01674230768867,0,1,10,0,0,-9927.77065273438,-9028.87081047169,-898.899842262682
971,1.80614329261654,0.862008602427736,0,0,0.025,0.0777891224157386,0,0.0961580924458996,0.16527813611735,1,8,1.01674230768867,0,1,10,0,0,-9915.60109186356,-9024.36732995187,-891.233761911683
981,1.80614329261654,0.858849002896015,0,0,0.025,0.0777891224157386,0,0.0961580924458996,0.16527813611735,1,8,1.0226696249366,0,1,10,0,0,-9906.50667106149,-9012.69584862182,-893.810822439665
991,1.80614329261654,0.858849002896015,0,0,0.025,0.0777891224157386,0,0.0961580924458996,0.16527813611735,1,8,1.02496643939359,0,1,10,0,0,-9897.19974415037,-9004.35729270132,-892.842451449049
1001,1.80614329261654,0.858849002896015,0,0,0.025,0.0777891224157386,0,0.0961580924458996,0.173448709390902,1,8,1.02496643939359,0,1,10,0,0,-9897.09315490917,-9005.51329703613,-891.579857873036
1011,1.80614329261654,0.858849002896015,0,0,0.025,0.0777891224157386,0,0.0961580924458996,0.173506586621369,1,8,1.02496643939359,0,1,10,0,0,-9879.42373963454,-8991.02150520665,-888.40223442789
1021,1.80614329261654,0.910274729490547,0,0,0.025,0.0835774658164273,0,0.0961580924458996,0.173506586621369,1,8,1.02496643939359,0,1,10,0,0,-9870.774125926,-8980.5190776692,-890.255048256801
1031,1.80614329261654,0.910274729490547,0,0,0.025,0.0835774658164273,0,0.0961580924458996,0.173506586621369,1,8,1.02496643939359,0,1,10,0,0,-9878.71383321965,-8988.14175873861,-890.572074481049
1041,1.80614329261654,0.910274729490547,0,0,0.025,0.0780489099477822,0,0.0961580924458996,0.173506586621369,1,8,1.02496643939359,0,1,10,0,0,-9865.01372861701,-8972.25368229693,-892.760046320082
1051,1.80614329261654,0.910274729490547,0,0,0.025,0.0780489099477822,0,0.0961580924458996,0.18425072760185,1,8,1.02496643939359,0,1,10,0,0,-9845.19421196851,-8954.79581785083,-890.398394117688
1061,1.80614329261654,0.910274729490547,0,0,0.025,0.0780489099477822,0,0.0961580924458996,0.194977311730683,1,8,1.02496643939359,0,1,10,0,0,-9841.44622564124,-8950.21932661178,-891.226899029464
1071,1.80614329261654,0.910274729490547,0,0,0.025,0.0780489099477822,0,0.0961580924458996,0.194977311730683,1,8,1.02496643939359,0,1,10,0,0,-9835.72276289261,-8945.24189167241,-890.480871220197
1081,1.80614329261654,0.910274729490547,0,0,0.025,0.0780489099477822,0,0.0961580924458996,0.185900108622672,1,8,1.02496643939359,0,1,10,0,0,-9836.45002420308,-8943.45626727507,-892.993756928012
1091,1.80614329261654,0.910274729490547,0,0,0.025,0.0780489099477822,0,0.0961580924458996,0.200831453097738,1,8,1.02496643939359,0,1,10,0,0,-9841.86109729612,-8948.59159318927,-893.269504106852
1101,1.80614329261654,0.910274729490547,0,0,0.025,0.0899908186630557,0,0.0961580924458996,0.200831453097738,1,8,1.02496643939359,0,1,10,0,0,-9836.18856005543,-8940.18960465554,-895.998955399889
1111,1.87462695853841,0.910274729490547,0,0,0.025,0.0899908186630557,0,0.0961580924458996,0.200831453097738,1,8,1.02496643939359,0,1,10,0,0,-9830.29025718596,-8934.84438465297,-895.445872532996
1121,1.88282465115831,0.910274729490547,0,0,0.025,0.0899908186630557,0,0.0961580924458996,0.225226796240819,1,8,1.02496643939359,0,1,10,0,0,-9828.52693430422,-8932.00366763929,-896.523266664922
1131,1.88282465115831,0.910274729490547,0,0,0.025,0.0899908186630557,0,0.0961580924458996,0.225226796240819,1,8,1.02496643939359,0,1,10,0,0,-9833.05272171178,-8934.75683221119,-898.295889500589
1141,1.88282465115831,0.910274729490547,0,0,0.025,0.0899908186630557,0,0.0961580924458996,0.225226796240819,1,8,1.02496643939359,0,1,10,0,0,-9805.33469411388,-8915.39874979705,-889.935944316831
1151,1.88282465115831,0.910274729490547,0,0,0.025,0.0899908186630557,0,0.0961580924458996,0.225226796240819,1,8,1.02496643939359,0,1,10,0,0,-9811.3739792703,-8918.31623460236,-893.057744667944
1161,1.88282465115831,0.910274729490547,0,0,0.025,0.0899908186630557,0,0.0961580924458996,0.225226796240819,1,8,1.02496643939359,0,1,10,0,0,-9804.23639709768,-8918.53182538589,-885.704571711793
1171,1.88282465115831,0.910274729490547,0,0,0.025,0.0899908186630557,0,0.0961580924458996,0.225226796240819,1,8,1.02496643939359,0,1,10,0,0,-9805.95700575616,-8917.97914586859,-887.977859887571
1181,1.88282465115831,0.883482482462274,0,0,0.025,0.0899908186630557,0,0.0961580924458996,0.239672004557629,1,8,1.02496643939359,0,1,10,0,0,-9803.10741763994,-8915.5555981108,-887.551819529148
1191,1.88282465115831,0.883482482462274,0,0,0.025,0.0899908186630557,0,0.0961580924458996,0.239672004557629,1,8,1.02496643939359,0,1,10,0,0,-9793.75384876749,-8905.97943878342,-887.774409984067
1201,1.88282465115831,0.883482482462274,0,0,0.025,0.0899908186630557,0,0.0961580924458996,0.229221468690798,1,8,1.02496643939359,0,1,10,0,0,-9782.30813495219,-8902.35266530035,-879.955469651846
1211,1.88282465115831,0.883482482462274,0,0,0.025,0.0992034975705501,0,0.0961580924458996,0.229221468690798,1,8,1.02496643939359,0,1,10,0,0,-9770.31742581953,-8887.81395418595,-882.503471633581
1221,1.88282465115831,0.883482482462274,0,0,0.025,0.0992034975705501,0,0.0961580924458996,0.224446704628625,1,8,1.02496643939359,0,1,10,0,0,-9762.72919262367,-8882.63536605244,-880.093826571231
1231,1.88282465115831,0.883482482462274,0,0,0.025,0.110668294806733,0,0.0961580924458996,0.222995719027964,1,8,1.02496643939359,0,1,10,0,0,-9749.45395519109,-8878.62619602026,-870.827759170838
1241,1.88282465115831,0.883482482462274,0,0,0.025,0.110668294806733,0,0.0961580924458996,0.222995719027964,1,8,1.02496643939359,0,1,10,0,0,-9749.57455659654,-8875.47447874506,-874.100077851478
1251,1.89210195847722,0.883482482462274,0,0,0.025,0.110668294806733,0,0.0961580924458996,0.222995719027964,1,8,1.02496643939359,0,1,10,0,0,-9744.44626562338,-8867.70754945723,-876.73871616616
1261,1.89210195847722,0.883482482462274,0,0,0.025,0.110668294806733,0,0.0961580924458996,0.222995719027964,1,8,1.02496643939359,0,1,10,0,0,-9752.15809475348,-8870.75523208836,-881.40286266512
1271,1.89210195847722,0.883482482462274,0,0,0.025,0.110668294806733,0,0.0961580924458996,0.222995719027964,1,8,1.02496643939359,0,1,10,0,0,-9768.75343371773,-8880.22121176691,-888.53222195082
1281,1.89210195847722,0.967898826655689,0,0,0.025,0.124404533849131,0,0.0961580924458996,0.241864818636766,1,8,1.02496643939359,0,1,10,0,0,-9752.59207113823,-8868.01473009047,-884.577341047763
1291,1.89210195847722,0.967898826655689,0,0,0.025,0.124404533849131,0,0.0961580924458996,0.23744680776236,1,8,1.02496643939359,0,1,10,0,0,-9751.70320479693,-8865.70150851023,-886.001696286698
1301,1.89210195847722,0.967898826655689,0,0,0.025,0.124404533849131,0,0.0961580924458996,0.23744680776236,1,8,1.02496643939359,0,1,10,0,0,-9745.88863904556,-8862.06916946265,-883.819469582904
1311,1.89210195847722,0.967898826655689,0,0,0.025,0.124404533849131,0,0.0961580924458996,0.238005743081494,1,8,1.04036567206403,0,1,10,0,0,-9758.39718083079,-8861.94665892687,-896.45052190392
1321,1.89210195847722,1.06240986054327,0,0,0.025,0.159255584516833,0,0.0961580924458996,0.238005743081494,1,8,1.04036567206403,0,1,10,0,0,-9744.0343176543,-8851.59106001169,-892.443257642616
1331,1.89210195847722,1.06240986054327,0,0,0.025,0.159255584516833,0,0.0961580924458996,0.238005743081494,1,8,1.04036567206403,0,1,10,0,0,-9742.80002701275,-8848.91170774321,-893.88831926954
