samp_no,boost_long,boost_short,boost_delay,antigenic_seniority,wane_long,wane_short,wane_maternal,cr_long,cr_short,min_measurement,max_measurement,obs_sd,fp_rate,infection_model_prior_shape1,infection_model_prior_shape2,antibody_dependent_boosting,exponential_waning,posterior_prob,likelihood,prior_prob
731,1.90465968962973,1.29517227155059,0,0,0.025,0.195338437245319,0,0.0939017986253775,0.290970822978283,1,8,1.08842317571212,0,1,10,0,0,-9895.43918942127,-8956.32028260001,-939.118906821257
741,1.90465968962973,1.53508409105649,0,0,0.025,0.195338437245319,0,0.0939017986253775,0.294257248720505,1,8,1.08842317571212,0,1,10,0,0,-9882.45541823586,-8944.57001285847,-937.885405377389
751,1.90465968962973,1.53508409105649,0,0,0.025,0.195338437245319,0,0.0939017986253775,0.294257248720505,1,8,1.08842317571212,0,1,10,0,0,-9869.78954422486,-8935.48936751884,-934.300176706023
761,1.90465968962973,1.53508409105649,0,0,0.025,0.195338437245319,0,0.0939017986253775,0.302136620833636,1,8,1.08842317571212,0,1,10,0,0,-9863.22651732842,-8926.90110338759,-936.32541394083
771,1.90465968962973,1.40007132245573,0,0,0.025,0.195338437245319,0,0.0944403948829515,0.285729895739774,1,8,1.08842317571212,0,1,10,0,0,-9860.65165676914,-8925.99278335034,-934.658873418806
781,1.90465968962973,1.40380934113458,0,0,0.025,0.195338437245319,0,0.0944403948829515,0.294851849458456,1,8,1.08842317571212,0,1,10,0,0,-9866.48041694324,-8924.49621928146,-941.984197661785
791,1.90465968962973,1.40912916918725,0,0,0.025,0.195338437245319,0,0.0944403948829515,0.301861432904186,1,8,1.08842317571212,0,1,10,0,0,-9856.78805588097,-8910.62169475133,-946.16636112964
801,1.90465968962973,1.40912916918725,0,0,0.025,0.184879123476534,0,0.0944403948829515,0.301861432904186,1,8,1.08842317571212,0,1,10,0,0,-9861.07225401176,-8915.53383811918,-945.538415892577
811,1.90465968962973,1.40912916918725,0,0,0.025,0.184879123476534,0,0.0944403948829515,0.319346365817833,1,8,1.08842317571212,0,1,10,0,0,-9849.96365081843,-8910.88780634562,-939.075844472807
821,1.90364700927366,1.40912916918725,0,0,0.025,0.184879123476534,0,0.0944403948829515,0.319346365817833,1,8,1.08842317571212,0,1,10,0,0,-9854.17056694113,-8913.13086631036,-941.039700630775
831,1.90364700927366,1.40912916918725,0,0,0.025,0.208418052001147,0,0.0944403948829515,0.326582754074878,1,8,1.08842317571212,0,1,10,0,0,-9852.18903326092,-8913.60572355887,-938.583309702051
841,1.90364700927366,1.41063611698624,0,0,0.025,0.185382314456981,0,0.0944403948829515,0.346269113007927,1,8,1.08842317571212,0,1,10,0,0,-9853.73394715976,-8916.71004074454,-937.023906415216
851,1.90364700927366,1.54592709083875,0,0,0.025,0.216518044547586,0,0.0944403948829515,0.327115561137916,1,8,1.08842317571212,0,1,10,0,0,-9851.48382661566,-8910.60690194854,-940.876924667118
861,1.90364700927366,1.54592709083875,0,0,0.025,0.216518044547586,0,0.0944403948829515,0.326715918471318,1,8,1.08842317571212,0,1,10,0,0,-9849.22502214136,-8903.41185319173,-945.813168949626
871,1.90364700927366,1.54592709083875,0,0,0.025,0.216518044547586,0,0.0944403948829515,0.326715918471318,1,8,1.08842317571212,0,1,10,0,0,-9831.21914811864,-8891.20545967376,-940.013688444878
881,1.90364700927366,1.54592709083875,0,0,0.025,0.216518044547586,0,0.0944403948829515,0.291953977077833,1,8,1.08842317571212,0,1,10,0,0,-9825.74826999716,-8888.35896642188,-937.389303575281
891,1.90364700927366,1.54592709083875,0,0,0.025,0.216518044547586,0,0.0944403948829515,0.291953977077833,1,8,1.08842317571212,0,1,10,0,0,-9825.82815475122,-8886.69527737777,-939.132877373449
