year,week,n.samps,A.H1N1,A.H3N2,A.H1N1pdm,B,GP.per.1000,date.wk.start,date.wk.end
2006,32,617,38,5,0,2,45.2,31/7/2006,6/8/2006
2006,33,598,22,5,0,6,44.5,7/8/2006,13/8/2006
2006,34,629,17,6,0,1,41,14/8/2006,20/8/2006
2006,35,600,12,4,0,0,38.4,21/8/2006,27/8/2006
2006,36,633,7,5,0,2,38.2,28/8/2006,3/9/2006
2006,37,672,17,18,0,2,38.4,4/9/2006,10/9/2006
2006,38,623,11,13,0,3,37.1,11/9/2006,17/9/2006
2006,39,709,21,28,0,2,41.2,18/9/2006,24/9/2006
2006,40,688,7,12,0,1,43.1,25/9/2006,1/10/2006
2006,41,558,4,7,0,0,46.4,2/10/2006,8/10/2006
2006,42,659,5,5,0,1,38.8,9/10/2006,15/10/2006
2006,43,576,0,3,0,2,39.8,16/10/2006,22/10/2006
2006,44,573,1,3,0,0,37.1,23/10/2006,29/10/2006
2006,45,617,0,0,0,0,41.8,30/10/2006,5/11/2006
2006,46,599,0,2,0,0,39.2,6/11/2006,12/11/2006
2006,47,619,0,1,0,0,31.9,13/11/2006,19/11/2006
2006,48,581,1,0,0,1,38.1,20/11/2006,26/11/2006
2006,49,608,2,1,0,0,37.2,27/11/2006,3/12/2006
2006,50,599,2,5,0,1,41.7,4/12/2006,10/12/2006
2006,51,617,2,4,0,1,36.3,11/12/2006,17/12/2006
2006,52,617,1,2,0,6,39,18/12/2006,24/12/2006
2006,53,617,5,4,0,3,40,25/12/2006,31/12/2006
2007,1,641,6,9,0,2,41.1,1/1/2007,7/1/2007
2007,2,630,4,33,0,6,42.7,8/1/2007,14/1/2007
2007,3,672,3,62,0,9,39.5,15/1/2007,21/1/2007
2007,4,658,1,82,0,7,42.2,22/1/2007,28/1/2007
2007,5,755,6,114,0,15,50.6,29/1/2007,4/2/2007
2007,6,840,3,139,0,14,55.5,5/2/2007,11/2/2007
2007,7,745,4,152,0,19,58,12/2/2007,18/2/2007
2007,8,890,5,238,0,16,52,19/2/2007,25/2/2007
2007,9,936,5,255,0,15,52.9,26/2/2007,4/3/2007
2007,10,922,3,239,0,34,58.8,5/3/2007,11/3/2007
2007,11,907,6,271,0,26,56.2,12/3/2007,18/3/2007
2007,12,898,3,186,0,21,55.3,19/3/2007,25/3/2007
2007,13,886,2,130,0,37,55.8,26/3/2007,1/4/2007
2007,14,690,1,94,0,31,61.5,2/4/2007,8/4/2007
2007,15,932,1,119,0,44,43.2,9/4/2007,15/4/2007
2007,16,819,0,83,0,25,39.6,16/4/2007,22/4/2007
2007,17,815,0,80,0,42,43.3,23/4/2007,29/4/2007
2007,18,752,4,73,0,36,42.2,30/4/2007,6/5/2007
2007,19,798,2,51,0,52,49.8,7/5/2007,13/5/2007
2007,20,729,0,25,0,33,49.3,14/5/2007,20/5/2007
2007,21,661,0,32,0,29,54.5,21/5/2007,27/5/2007
2007,22,656,2,43,0,23,42.6,28/5/2007,3/6/2007
2007,23,660,1,55,0,36,53,4/6/2007,10/6/2007
2007,24,727,3,105,0,38,56.6,11/6/2007,17/6/2007
2007,25,1028,3,258,0,58,70.7,18/6/2007,24/6/2007
2007,26,1183,2,360,0,60,62.4,25/6/2007,1/7/2007
2007,27,1282,4,409,0,78,70.7,2/7/2007,8/7/2007
2007,28,1308,7,357,0,87,71.6,9/7/2007,15/7/2007
2007,29,1098,0,194,0,46,51.6,16/7/2007,22/7/2007
2007,30,916,4,137,0,52,39.3,23/7/2007,29/7/2007
2007,31,769,3,63,0,32,42.8,30/7/2007,5/8/2007
2007,32,791,6,31,0,32,36.3,6/8/2007,12/8/2007
2007,33,643,3,6,0,31,35.6,13/8/2007,19/8/2007
2007,34,696,1,17,0,31,45.5,20/8/2007,26/8/2007
2007,35,751,3,21,0,36,50.1,27/8/2007,2/9/2007
2007,36,691,5,16,0,28,44.3,3/9/2007,9/9/2007
2007,37,712,4,16,0,21,47,10/9/2007,16/9/2007
2007,38,707,2,12,0,21,43.1,17/9/2007,23/9/2007
2007,39,652,1,8,0,19,47.1,24/9/2007,30/9/2007
2007,40,563,4,13,0,19,52.3,1/10/2007,7/10/2007
2007,41,573,1,7,0,15,42.3,8/10/2007,14/10/2007
2007,42,603,0,4,0,11,45.5,15/10/2007,21/10/2007
2007,43,644,0,5,0,4,38.7,22/10/2007,28/10/2007
2007,44,613,1,1,0,12,46.5,29/10/2007,4/11/2007
2007,45,665,1,0,0,4,50.4,5/11/2007,11/11/2007
2007,46,712,0,1,0,2,41.1,12/11/2007,18/11/2007
2007,47,649,0,0,0,4,42.5,19/11/2007,25/11/2007
2007,48,695,1,1,0,2,44.3,26/11/2007,2/12/2007
2007,49,747,0,0,0,9,49.9,3/12/2007,9/12/2007
2007,50,776,0,0,0,12,38.5,10/12/2007,16/12/2007
2007,51,733,2,4,0,21,51.4,17/12/2007,23/12/2007
2007,52,689,4,4,0,9,55.1,24/12/2007,30/12/2007
2008,1,606,6,1,0,16,44.6,31/12/2007,6/1/2008
2008,2,689,11,9,0,15,43.7,7/1/2008,13/1/2008
2008,3,577,14,9,0,12,44.5,14/1/2008,20/1/2008
2008,4,657,25,25,0,21,50.7,21/1/2008,27/1/2008
2008,5,605,25,7,0,21,51.3,28/1/2008,3/2/2008
2008,6,566,36,14,0,43,28.6,4/2/2008,10/2/2008
2008,7,1025,51,33,0,80,35.2,11/2/2008,17/2/2008
2008,8,951,50,19,0,81,63.4,18/2/2008,24/2/2008
2008,9,1032,85,31,0,89,57.5,25/2/2008,2/3/2008
2008,10,1336,124,64,0,165,75.9,3/3/2008,9/3/2008
2008,11,1588,131,48,0,229,76.1,10/3/2008,16/3/2008
2008,12,1157,58,18,0,131,53.7,17/3/2008,23/3/2008
2008,13,873,30,26,0,62,39.8,24/3/2008,30/3/2008
2008,14,666,5,12,0,36,45.6,31/3/2008,6/4/2008
2008,15,828,16,22,0,34,40,7/4/2008,13/4/2008
2008,16,749,7,20,0,30,46.2,14/4/2008,20/4/2008
2008,17,829,10,28,0,22,45.5,21/4/2008,27/4/2008
2008,18,812,8,15,0,13,53.1,28/4/2008,4/5/2008
2008,19,805,3,17,0,15,51.3,5/5/2008,11/5/2008
2008,20,749,7,14,0,9,42.3,12/5/2008,18/5/2008
2008,21,694,4,17,0,16,43.8,19/5/2008,25/5/2008
2008,22,722,6,8,0,18,37.8,26/5/2008,1/6/2008
2008,23,550,1,13,0,8,51,2/6/2008,8/6/2008
2008,24,759,13,19,0,12,42.1,9/6/2008,15/6/2008
2008,25,782,12,25,0,14,40.6,16/6/2008,22/6/2008
2008,26,794,34,30,0,16,39.6,23/6/2008,29/6/2008
2008,27,784,30,39,0,13,35.9,30/6/2008,6/7/2008
2008,28,795,60,55,0,11,34.8,7/7/2008,13/7/2008
2008,29,956,110,89,0,20,50.9,14/7/2008,20/7/2008
2008,30,1179,162,118,0,24,50.3,21/7/2008,27/7/2008
2008,31,1208,160,159,0,28,44.9,28/7/2008,3/8/2008
2008,32,1041,108,126,0,13,35.3,4/8/2008,10/8/2008
2008,33,953,66,86,0,14,33.4,11/8/2008,17/8/2008
2008,34,954,51,78,0,8,42.3,18/8/2008,24/8/2008
2008,35,841,31,48,0,7,39.4,25/8/2008,31/8/2008
2008,36,818,15,54,0,8,41.9,1/9/2008,7/9/2008
2008,37,904,18,39,0,8,37.3,8/9/2008,14/9/2008
2008,38,855,23,33,0,5,36.5,15/9/2008,21/9/2008
2008,39,791,6,19,0,6,38.7,22/9/2008,28/9/2008
2008,40,747,5,19,0,0,38.1,29/9/2008,5/10/2008
2008,41,667,3,8,0,1,33,6/10/2008,12/10/2008
2008,42,739,4,9,0,1,33.5,13/10/2008,19/10/2008
2008,43,705,2,3,0,3,30.9,20/10/2008,26/10/2008
2008,44,643,4,2,0,0,38.4,27/10/2008,2/11/2008
2008,45,719,3,3,0,1,39.5,3/11/2008,9/11/2008
2008,46,714,4,11,0,1,32.7,10/11/2008,16/11/2008
2008,47,783,5,5,0,0,32.1,17/11/2008,23/11/2008
2008,48,828,4,3,0,4,33.3,24/11/2008,30/11/2008
2008,49,783,3,0,0,1,30.8,1/12/2008,7/12/2008
2008,50,823,11,4,0,0,31.2,8/12/2008,14/12/2008
2008,51,904,6,3,0,4,36.7,15/12/2008,21/12/2008
2008,52,831,11,3,0,7,27.6,22/12/2008,28/12/2008
2009,1,70,27,11,0,4,28.1,29/12/2008,4/1/2009
2009,2,776,39,16,0,5,35.9,5/1/2009,11/1/2009
2009,3,755,71,17,0,8,38.5,12/1/2009,18/1/2009
2009,4,918,135,29,0,11,27.7,19/1/2009,25/1/2009
2009,5,850,160,28,0,18,37.8,26/1/2009,1/2/2009
2009,6,1151,281,55,0,7,49,2/2/2009,8/2/2009
2009,7,1110,232,52,0,10,49.3,9/2/2009,15/2/2009
2009,8,993,215,40,0,2,55.3,16/2/2009,22/2/2009
2009,9,886,169,27,0,5,45.9,23/2/2009,1/3/2009
2009,10,839,122,23,0,10,40.8,2/3/2009,8/3/2009
2009,11,838,73,24,0,12,39.2,9/3/2009,15/3/2009
2009,12,850,36,26,0,12,32.9,16/3/2009,22/3/2009
2009,13,790,36,19,0,12,34.9,23/3/2009,29/3/2009
2009,14,731,18,15,0,7,39.3,30/3/2009,5/4/2009
2009,15,810,13,10,0,8,38.1,6/4/2009,12/4/2009
2009,16,892,14,10,0,9,36.6,13/4/2009,19/4/2009
2009,17,776,12,10,0,3,36.7,20/4/2009,26/4/2009
2009,18,859,11,16,2,3,42.6,27/4/2009,3/5/2009
2009,19,1229,3,19,0,13,38.2,4/5/2009,10/5/2009
2009,20,1041,9,17,1,3,38.3,11/5/2009,17/5/2009
2009,21,1217,4,21,9,12,40,18/5/2009,24/5/2009
2009,22,1365,4,32,47,6,37.6,25/5/2009,31/5/2009
2009,23,1483,3,24,23,14,41.5,1/6/2009,7/6/2009
2009,24,1767,11,45,72,5,40,8/6/2009,14/6/2009
2009,25,3649,19,121,275,13,41.1,15/6/2009,21/6/2009
2009,26,3369,37,158,384,11,39.6,22/6/2009,28/6/2009
2009,27,2194,42,231,239,6,41.9,29/6/2009,5/7/2009
2009,28,2759,62,414,343,12,47.3,6/7/2009,12/7/2009
2009,29,3760,102,662,558,16,46,13/7/2009,19/7/2009
2009,30,5048,91,875,930,26,49.4,20/7/2009,26/7/2009
2009,31,6270,103,907,1261,24,51.1,27/7/2009,2/8/2009
2009,32,5897,84,711,1344,25,55.5,3/8/2009,9/8/2009
2009,33,4746,88,581,1082,22,46.2,10/8/2009,16/8/2009
2009,34,5404,127,633,1630,20,62.5,17/8/2009,23/8/2009
2009,35,5509,131,447,1760,24,67.2,24/8/2009,30/8/2009
2009,36,5247,97,417,1659,41,77.8,31/8/2009,6/9/2009
2009,37,5638,80,242,2400,14,92.6,7/9/2009,13/9/2009
2009,38,5574,36,103,2914,21,113.2,14/9/2009,20/9/2009
2009,39,5755,36,74,3326,11,118.6,21/9/2009,27/9/2009
2009,40,3441,10,35,1660,14,115.2,28/9/2009,4/10/2009
2009,41,2909,2,34,1013,13,80.5,5/10/2009,11/10/2009
2009,42,2005,4,6,469,16,62.8,12/10/2009,18/10/2009
2009,43,1665,5,1,257,6,55.7,19/10/2009,25/10/2009
2009,44,1733,1,1,234,1,46.2,26/10/2009,1/11/2009
2009,45,1608,0,0,123,1,42.7,2/11/2009,8/11/2009
2009,46,2175,0,2,115,0,44.1,9/11/2009,15/11/2009
2009,47,1800,0,1,142,4,44.8,16/11/2009,22/11/2009
2009,48,2270,0,3,296,1,50.2,23/11/2009,29/11/2009
2009,49,2439,0,0,319,1,44.2,30/11/2009,6/12/2009
2009,50,2316,0,5,260,2,39,7/12/2009,13/12/2009
2009,51,2166,0,0,249,4,48.8,14/12/2009,20/12/2009
2009,52,2134,0,2,237,1,40.4,21/12/2009,27/12/2009
2010,1,2372,0,3,258,12,28.4,28/12/2009,3/1/2010
2010,2,1680,0,1,210,7,40.3,4/1/2010,10/1/2010
2010,3,1813,0,0,214,13,49.3,11/1/2010,17/1/2010
2010,4,1879,0,0,202,12,43,18/1/2010,24/1/2010
2010,5,1610,0,0,150,18,37,25/1/2010,31/1/2010
2010,6,1641,0,0,113,42,52.8,1/2/2010,7/2/2010
2010,7,1589,0,0,98,52,54,8/2/2010,14/2/2010
2010,8,1306,0,0,81,25,42.8,15/2/2010,21/2/2010
2010,9,1854,0,2,64,51,55.1,22/2/2010,28/2/2010
2010,10,2072,0,1,114,107,51.1,1/3/2010,7/3/2010
2010,11,1824,0,2,122,115,51,8/3/2010,14/3/2010
2010,12,2045,0,0,119,168,59.1,15/3/2010,21/3/2010
2010,13,2305,0,2,88,233,60,22/3/2010,28/3/2010
2010,14,2021,0,3,44,150,53.1,29/3/2010,4/4/2010
2010,15,1575,0,0,39,93,50,5/4/2010,11/4/2010
2010,16,1516,1,0,31,83,51.5,12/4/2010,18/4/2010
2010,17,1570,0,1,26,81,48.3,19/4/2010,25/4/2010
2010,18,1323,0,0,22,102,50.1,26/4/2010,2/5/2010
2010,19,1684,0,5,22,97,47.6,3/5/2010,9/5/2010
2010,20,1351,0,0,37,80,49,10/5/2010,16/5/2010
2010,21,1230,0,0,15,67,54.3,17/5/2010,23/5/2010
2010,22,1127,0,4,18,71,45.8,24/5/2010,30/5/2010
2010,23,872,0,3,10,35,42.3,31/5/2010,6/6/2010
2010,24,844,0,3,8,31,53.5,7/6/2010,13/6/2010
2010,25,895,0,4,10,34,40.7,14/6/2010,20/6/2010
2010,26,884,0,12,11,23,44.4,21/6/2010,27/6/2010
2010,27,732,0,8,12,29,44.4,28/6/2010,4/7/2010
2010,28,870,0,29,26,35,47.8,5/7/2010,11/7/2010
2010,29,897,0,33,49,37,40.1,12/7/2010,18/7/2010
2010,30,937,0,49,52,25,51.5,19/7/2010,25/7/2010
2010,31,932,0,80,50,28,53.4,26/7/2010,1/8/2010
2010,32,1020,0,150,67,21,46.7,2/8/2010,8/8/2010
2010,33,1145,0,222,60,22,41.5,9/8/2010,15/8/2010
2010,34,1237,0,271,68,34,37.8,16/8/2010,22/8/2010
2010,35,1459,0,399,39,22,55.5,23/8/2010,29/8/2010
2010,36,1451,0,408,38,14,50.9,30/8/2010,5/9/2010
2010,37,1486,0,455,25,11,59.6,6/9/2010,12/9/2010
2010,38,1560,0,520,12,9,57.8,13/9/2010,19/9/2010
2010,39,1560,0,405,16,15,60.8,20/9/2010,26/9/2010
2010,40,1437,0,381,21,14,50.6,27/9/2010,3/10/2010
2010,41,1417,0,288,11,9,46,4/10/2010,10/10/2010
2010,42,1261,0,170,30,9,50.6,11/10/2010,17/10/2010
2010,43,1266,0,104,22,7,50,18/10/2010,24/10/2010
2010,44,1004,0,64,7,10,47.2,25/10/2010,31/10/2010
2010,45,1111,0,53,8,15,42.3,1/11/2010,7/11/2010
2010,46,1133,0,19,9,6,28.9,8/11/2010,14/11/2010
2010,47,1273,0,36,14,7,40.1,15/11/2010,21/11/2010
2010,48,1247,0,19,17,10,35.9,22/11/2010,28/11/2010
2010,49,1222,0,19,8,12,38,29/11/2010,5/12/2010
2010,50,1198,0,11,8,4,39.8,6/12/2010,12/12/2010
2010,51,1194,0,4,13,7,42.6,13/12/2010,19/12/2010
2010,52,1237,0,15,23,12,46.2,20/12/2010,26/12/2010
2011,1,1024,0,6,43,9,43.7,27/12/2010,2/1/2011
2011,2,1256,0,14,83,10,47.2,3/1/2011,9/1/2011
2011,3,1267,0,15,180,14,49.8,10/1/2011,16/1/2011
2011,4,1667,0,18,409,22,65.8,17/1/2011,23/1/2011
2011,5,2145,0,22,616,37,71.3,24/1/2011,30/1/2011
2011,6,1774,0,23,542,28,47.5,31/1/2011,6/2/2011
2011,7,2858,0,25,890,56,49,7/2/2011,13/2/2011
2011,8,1776,0,8,451,24,63.9,14/2/2011,20/2/2011
2011,9,1603,0,9,266,39,60.7,21/2/2011,27/2/2011
2011,10,1587,0,6,179,46,42,28/2/2011,6/3/2011
2011,11,1297,0,6,80,46,41.2,7/3/2011,13/3/2011
2011,12,1127,0,0,21,40,35.6,14/3/2011,20/3/2011
2011,13,1122,0,0,15,45,44.2,21/3/2011,27/3/2011
2011,14,1194,0,0,9,57,47.7,28/3/2011,3/4/2011
2011,15,1140,0,1,5,39,45.5,4/4/2011,10/4/2011
2011,16,1225,0,0,5,46,48.1,11/4/2011,17/4/2011
2011,17,1008,0,7,5,47,46.4,18/4/2011,24/4/2011
2011,18,1134,0,1,1,21,37,25/4/2011,1/5/2011
2011,19,939,0,1,0,22,39.5,2/5/2011,8/5/2011
2011,20,1008,0,0,0,24,42.3,9/5/2011,15/5/2011
2011,21,988,0,2,0,18,44.4,16/5/2011,22/5/2011
2011,22,1069,0,0,0,15,40.6,23/5/2011,29/5/2011
2011,23,1080,0,1,0,16,45.7,30/5/2011,5/6/2011
2011,24,1022,0,0,0,17,44.3,6/6/2011,12/6/2011
2011,25,982,0,0,0,12,38.7,13/6/2011,19/6/2011
2011,26,1107,0,1,4,18,41.3,20/6/2011,26/6/2011
2011,27,959,0,4,2,20,33.2,27/6/2011,3/7/2011
2011,28,1018,0,6,2,10,40.5,4/7/2011,10/7/2011
2011,29,1003,0,12,5,15,37.5,11/7/2011,17/7/2011
2011,30,949,0,15,1,29,36.2,18/7/2011,24/7/2011
2011,31,1001,0,22,0,26,31.7,25/7/2011,31/7/2011
2011,32,930,0,20,2,19,33,1/8/2011,7/8/2011
2011,33,957,0,11,1,22,30.9,8/8/2011,14/8/2011
2011,34,1001,0,19,1,25,31.9,15/8/2011,21/8/2011
2011,35,1033,0,24,1,11,37.9,22/8/2011,28/8/2011
2011,36,1069,0,45,1,22,37.7,29/8/2011,4/9/2011
2011,37,1023,0,50,1,8,42.9,5/9/2011,11/9/2011
2011,38,1116,0,60,1,17,39.6,12/9/2011,18/9/2011
2011,39,1054,0,73,0,15,42.3,19/9/2011,25/9/2011
2011,40,954,0,38,1,10,40,26/9/2011,2/10/2011
2011,41,1122,0,96,0,10,36,3/10/2011,9/10/2011
2011,42,946,0,78,0,4,38.4,10/10/2011,16/10/2011
2011,43,982,0,57,0,13,37.1,17/10/2011,23/10/2011
2011,44,1013,0,68,0,1,38.4,24/10/2011,30/10/2011
2011,45,1045,0,51,0,6,35.6,31/10/2011,6/11/2011
2011,46,949,0,59,0,8,33.4,7/11/2011,13/11/2011
2011,47,1074,0,51,0,16,35.1,14/11/2011,20/11/2011
2011,48,982,0,44,0,9,37.8,21/11/2011,27/11/2011
2011,49,1057,0,70,0,15,38,28/11/2011,4/12/2011
2011,50,1003,0,41,0,22,39.6,5/12/2011,11/12/2011
2011,51,1077,0,42,1,41,43.2,12/12/2011,18/12/2011
2011,52,1226,0,42,0,76,33.1,19/12/2011,25/12/2011
2012,1,1201,0,45,1,70,37.6,26/12/2011,1/1/2012
2012,2,1127,0,38,2,78,30.9,2/1/2012,8/1/2012
2012,3,1091,0,44,2,106,40.8,9/1/2012,15/1/2012
2012,4,1199,0,61,3,189,31.3,16/1/2012,22/1/2012
2012,5,1137,0,64,4,160,41.7,23/1/2012,29/1/2012
2012,6,1461,0,108,3,295,48.7,30/1/2012,5/2/2012
2012,7,1563,0,77,10,333,47.8,6/2/2012,12/2/2012
2012,8,1725,0,83,15,406,58.2,13/2/2012,19/2/2012
2012,9,1673,0,70,4,347,56.7,20/2/2012,26/2/2012
2012,10,1630,0,85,0,285,50.2,27/2/2012,4/3/2012
2012,11,1924,0,96,2,332,50.4,5/3/2012,11/3/2012
2012,12,1926,0,190,5,255,54.3,12/3/2012,18/3/2012
2012,13,2085,0,247,0,260,52.3,19/3/2012,25/3/2012
2012,14,2135,0,263,4,173,46.2,26/3/2012,1/4/2012
2012,15,1876,0,224,3,112,46.6,2/4/2012,8/4/2012
2012,16,1486,0,194,1,50,41.9,9/4/2012,15/4/2012
2012,17,1557,0,264,1,33,40.6,16/4/2012,22/4/2012
2012,18,1481,0,302,4,37,56.5,23/4/2012,29/4/2012
2012,19,1943,0,404,4,34,49.3,30/4/2012,6/5/2012
2012,20,2117,0,603,6,18,56.2,7/5/2012,13/5/2012
2012,21,2414,0,875,5,18,58.6,14/5/2012,20/5/2012
2012,22,2691,0,1054,3,10,66.8,21/5/2012,27/5/2012
2012,23,2431,0,905,5,3,53.3,28/5/2012,3/6/2012
2012,24,2494,0,714,2,3,50.8,4/6/2012,10/6/2012
2012,25,2219,0,493,0,10,44.4,11/6/2012,17/6/2012
2012,26,1774,0,375,2,1,43.2,18/6/2012,24/6/2012
2012,27,1977,0,274,3,6,32.8,25/6/2012,1/7/2012
2012,28,1520,0,167,2,1,35.3,2/7/2012,8/7/2012
2012,29,1376,0,136,2,0,40.2,9/7/2012,15/7/2012
2012,30,1360,0,80,3,0,29.8,16/7/2012,22/7/2012
2012,31,1255,0,65,3,5,36.6,23/7/2012,29/7/2012
2012,32,1348,0,71,2,1,24.7,30/7/2012,5/8/2012
